Genotype,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,cv_38,cv_39,cv_40,cv_41,cv_42,cv_43,cv_44,cv_45,cv_46,cv_47,cv_48,cv_49,cv_50,cv_51,cv_52,cv_53,cv_54,cv_55,cv_56,cv_57,cv_58,cv_59,cv_60,cv_61,cv_62,cv_63,cv_64,cv_65,cv_66,cv_67,cv_68,cv_69,cv_70,cv_71,cv_72,cv_73,cv_74,cv_75,cv_76,cv_77,cv_78,cv_79,cv_80,cv_81,cv_82,cv_83,cv_84,cv_85,cv_86,cv_87,cv_88,cv_89,cv_90,cv_91,cv_92,cv_93,cv_94,cv_95,cv_96,cv_97,cv_98,cv_99,cv_100
DS11-50154,1,5,5,2,3,1,2,1,5,3,3,3,5,4,2,5,3,5,4,1,3,2,2,3,1,3,2,2,4,4,4,5,2,5,4,2,3,2,2,3,3,5,5,1,3,2,1,3,5,2,2,1,5,1,1,2,2,3,2,3,2,3,2,3,4,5,3,1,3,5,2,5,3,5,1,2,5,5,5,2,4,5,4,2,2,4,5,2,3,2,3,1,3,2,3,3,1,5,2,4
DS11-50156,2,5,2,2,1,3,3,5,5,3,1,3,3,5,5,2,1,5,4,4,4,2,3,3,2,5,5,2,3,5,1,1,4,2,1,4,1,5,2,4,2,5,4,5,1,3,3,2,3,2,2,4,1,3,2,4,3,5,1,2,4,5,5,4,5,2,1,2,1,5,1,3,1,4,4,2,2,5,1,5,2,4,2,2,4,3,2,5,2,3,3,5,1,3,5,4,3,2,1,5
DS11-50158,5,3,1,4,4,5,1,5,3,1,4,4,3,4,4,2,2,3,3,1,4,2,2,1,5,2,2,1,3,2,3,1,1,1,2,4,2,3,2,4,1,3,5,3,2,5,2,4,2,3,4,4,2,2,2,4,1,1,1,5,5,2,2,3,4,1,5,5,3,4,5,5,5,3,5,2,4,3,5,3,3,4,4,3,5,3,2,5,2,1,1,1,4,3,2,2,2,2,2,3
DS11-50159,2,3,2,2,4,5,4,5,5,3,4,1,2,1,1,5,5,3,4,4,4,2,1,5,5,4,1,1,5,3,5,3,4,4,3,1,5,3,3,2,4,1,2,4,5,4,4,1,1,1,1,4,5,2,3,1,5,5,3,5,3,2,1,3,5,4,2,2,4,2,4,3,3,4,2,3,3,1,5,5,3,5,3,1,2,5,3,4,4,2,4,1,5,3,3,5,5,5,2,4
DS11-50160,2,4,4,2,1,5,2,1,4,2,1,2,4,4,4,2,4,2,3,1,5,1,1,5,3,2,5,5,4,3,2,4,2,4,1,4,4,2,1,2,1,4,1,2,2,2,1,2,3,3,1,2,3,3,2,2,1,1,5,3,4,5,3,1,3,4,2,3,5,5,4,2,4,2,2,4,4,3,1,5,3,1,5,4,3,5,5,1,5,2,1,4,1,1,1,3,5,4,5,3
DS11-50162,3,4,3,2,3,1,5,4,1,2,1,3,2,3,5,3,4,3,2,1,5,4,1,5,3,5,1,3,1,4,2,5,1,5,3,5,4,5,3,2,4,2,3,5,4,3,1,5,4,4,2,1,1,2,3,3,4,3,2,4,4,4,4,2,3,5,2,2,5,2,1,1,1,1,3,1,3,3,4,5,4,3,2,1,5,3,3,4,2,1,5,4,4,3,5,3,1,2,3,4
DS11-50163,2,5,4,2,1,5,1,3,1,4,3,4,2,1,5,2,5,1,5,4,2,1,3,5,1,5,2,2,3,5,3,5,3,3,3,4,3,5,4,4,3,2,1,4,2,1,4,2,3,2,5,2,2,5,5,4,3,1,1,4,1,3,5,2,1,3,3,4,4,4,2,5,3,4,3,5,1,2,3,1,2,4,5,5,2,3,1,4,4,4,4,3,5,2,3,4,3,2,3,3
DS11-50164,3,5,1,3,4,3,3,1,2,1,3,3,5,4,3,4,4,2,5,4,3,3,3,5,3,5,2,1,4,4,5,2,1,4,3,2,3,1,1,5,1,1,5,1,2,4,3,3,4,5,2,4,3,2,4,3,4,1,3,1,4,4,5,1,3,1,3,1,1,3,3,3,2,3,1,2,5,4,4,4,4,5,5,1,5,1,5,2,1,3,2,3,3,2,1,5,5,5,2,5
DS11-50165,4,3,1,4,4,1,5,3,2,4,5,3,3,4,1,2,3,2,4,5,4,2,3,3,2,2,4,3,5,3,4,2,2,2,2,4,3,5,2,4,4,3,1,2,5,2,4,4,5,2,1,3,5,4,3,1,4,5,5,4,4,5,3,5,4,1,4,5,1,1,4,2,1,3,3,5,2,5,3,4,4,4,1,2,3,5,4,1,5,4,3,1,3,3,2,5,2,1,1,5
DS11-50166,4,3,3,5,4,4,3,2,5,4,2,5,1,5,3,3,3,3,2,2,4,4,3,3,2,3,1,2,5,3,4,3,4,4,1,2,4,2,3,2,4,3,5,5,5,4,2,2,3,1,2,1,4,4,4,2,3,2,2,3,5,4,3,1,4,3,1,1,2,4,5,3,3,5,1,4,1,2,4,1,2,2,1,5,3,3,4,5,5,2,3,5,4,4,4,2,2,1,5,3
DS11-50167,1,3,5,1,5,1,5,3,3,1,5,3,3,5,5,1,3,5,3,5,5,3,5,1,1,3,1,5,5,5,1,2,2,3,2,4,3,2,3,2,3,1,1,4,4,4,4,4,1,1,3,4,3,1,4,4,4,3,3,1,5,1,2,1,4,3,2,5,3,4,2,4,5,3,4,4,3,3,3,3,4,2,3,1,4,4,4,3,1,1,1,3,1,1,2,4,4,1,2,3
DS11-50168,2,2,2,5,5,3,1,3,5,3,4,2,3,2,5,1,1,4,1,1,4,4,2,1,2,3,3,3,1,5,3,4,5,1,2,2,1,2,3,5,4,1,5,4,2,5,1,1,4,3,4,3,3,5,5,1,2,5,5,1,1,3,3,4,3,3,3,4,5,1,1,5,2,3,1,5,4,1,5,1,2,4,4,1,4,3,1,4,5,3,5,4,5,5,2,3,4,3,4,3
DS11-50169,4,1,4,4,3,2,2,3,3,5,4,3,1,2,2,1,4,2,3,1,3,5,1,4,3,1,1,3,1,2,3,5,4,1,1,5,4,1,5,5,4,3,2,2,1,1,1,2,2,5,1,1,3,3,1,3,2,3,5,1,2,2,5,4,1,2,1,2,1,3,4,2,3,3,1,2,1,2,4,2,5,5,5,2,5,2,3,1,4,5,4,2,1,4,3,4,4,2,1,3
DS11-50170,5,3,2,5,1,5,4,1,3,1,2,1,3,1,2,2,2,3,1,4,3,4,1,4,4,2,5,1,1,4,5,3,2,4,2,2,3,1,4,4,4,4,4,3,5,1,1,1,2,2,5,4,4,4,5,2,3,1,3,2,5,1,5,3,2,4,1,5,5,5,2,2,5,1,5,4,1,3,2,3,1,1,4,1,3,2,2,2,1,1,5,2,2,4,5,5,5,3,1,5
DS11-50171,5,3,1,2,3,3,5,4,4,1,5,2,2,3,5,4,5,2,4,1,1,3,5,2,3,5,2,3,2,3,2,1,2,4,2,3,4,1,2,1,2,4,1,1,1,3,5,5,1,2,1,5,4,2,1,1,3,4,1,3,1,3,5,5,2,3,5,4,5,5,2,3,4,5,1,5,4,1,1,4,1,1,2,1,4,3,4,5,3,4,1,5,4,4,5,3,2,3,4,3
DS11-50174,4,1,1,5,4,2,1,5,4,1,1,5,5,5,2,1,3,4,5,2,2,2,4,3,3,2,4,5,3,5,3,1,2,2,1,2,2,3,2,4,4,3,2,1,1,1,1,5,4,4,4,3,3,5,1,4,3,5,3,3,2,2,1,3,2,4,3,5,1,4,4,2,3,5,1,5,2,2,2,4,3,3,5,3,1,4,4,5,3,2,4,4,5,2,3,2,4,1,1,4
DS11-50176,2,2,1,2,2,2,2,4,2,5,4,4,3,5,3,4,5,3,1,2,5,3,3,2,2,2,2,3,3,3,5,2,5,1,2,3,5,3,1,4,3,1,5,5,1,1,1,3,3,4,5,1,1,1,5,5,4,3,4,2,2,2,3,4,4,4,1,5,1,4,5,5,1,5,4,2,3,4,3,2,1,4,4,5,5,1,1,5,3,3,2,2,1,1,1,1,2,3,3,2
DS11-50177,2,3,2,3,1,3,3,5,3,2,5,4,5,1,5,4,2,3,3,5,1,5,1,1,1,5,3,3,2,4,2,4,2,5,3,3,2,5,1,4,3,1,2,5,5,2,5,1,1,3,3,1,5,1,3,3,1,1,5,2,5,5,3,1,5,5,2,5,4,2,4,2,4,3,3,3,3,2,2,4,3,4,5,4,1,1,1,4,2,5,3,1,2,2,5,4,3,2,1,4
DS11-50180,2,5,3,2,5,5,5,5,1,3,4,4,3,1,5,1,5,1,2,4,3,5,5,5,2,3,3,3,3,4,3,2,2,1,4,2,5,5,5,3,4,3,5,5,5,1,4,3,1,1,1,4,4,2,1,2,2,3,2,3,3,1,1,4,2,5,2,3,4,1,5,1,3,4,1,5,4,4,4,5,4,1,5,1,1,3,4,3,5,3,3,3,4,4,5,5,4,4,5,3
DS11-50182,4,3,4,2,2,2,1,1,5,2,1,2,5,5,1,1,4,3,4,4,1,1,4,3,2,5,4,4,2,2,4,4,2,3,1,4,4,3,1,1,3,2,5,2,3,2,1,4,3,1,2,3,2,4,5,5,4,3,3,5,4,5,3,2,5,5,5,3,2,2,3,4,3,2,4,2,5,1,2,1,2,4,2,3,3,3,5,3,2,3,5,5,2,3,2,1,3,1,3,3
DS11-50185,3,3,4,3,2,1,5,3,2,4,3,1,5,3,2,3,3,2,4,5,4,2,2,2,5,5,1,5,5,5,2,2,1,3,4,2,4,1,5,4,3,4,3,2,4,4,4,5,1,5,3,1,5,4,3,1,2,2,5,5,1,5,1,5,4,5,4,5,4,2,1,3,5,3,5,4,2,1,3,3,3,2,4,3,3,5,2,4,2,5,3,3,3,5,1,3,5,3,5,3
DS11-50186,4,5,2,3,4,5,4,2,2,5,1,3,5,1,1,2,2,5,2,2,1,4,5,3,4,1,4,3,4,1,5,2,3,1,5,2,2,4,1,1,2,1,2,2,2,1,4,1,5,2,5,4,2,4,4,5,5,5,2,5,1,1,4,1,4,4,1,2,4,1,2,5,4,4,1,3,1,4,3,3,1,5,3,2,2,3,1,1,4,3,5,5,5,5,4,2,3,4,3,4
DS11-50188,4,4,1,1,1,3,2,1,2,4,1,5,2,4,2,5,4,5,2,4,3,5,4,1,3,4,5,4,3,1,2,2,1,1,4,5,2,1,2,3,3,1,1,1,1,1,1,1,1,4,5,4,2,2,3,5,4,2,5,3,1,5,4,2,4,5,3,5,5,5,1,2,3,3,4,2,2,2,2,3,2,5,3,5,4,4,2,2,5,2,3,4,4,3,2,4,1,1,4,1
DS11-50189,4,1,3,4,4,3,4,1,1,5,3,2,4,5,5,2,5,2,3,4,1,1,2,5,3,5,4,3,3,2,5,3,1,5,5,3,2,5,5,5,4,1,5,5,5,2,5,1,1,4,4,1,1,4,4,5,2,2,3,3,4,3,1,3,2,3,4,3,5,4,1,4,1,4,1,5,1,5,3,4,4,5,2,3,4,2,3,4,4,5,4,2,2,1,2,3,1,2,3,1
DS11-50190,5,4,2,3,4,1,4,4,5,5,2,4,1,4,4,3,4,3,1,3,1,1,5,2,1,3,4,5,4,5,2,5,4,2,5,5,1,5,5,2,2,1,4,2,5,4,3,5,1,1,3,3,4,2,3,5,5,4,5,4,5,2,4,2,1,2,5,4,2,5,5,1,5,4,3,5,3,5,1,5,4,1,1,2,3,1,4,3,5,1,2,4,1,3,5,1,3,5,5,4
DS11-50192,2,1,5,2,5,4,5,1,5,5,4,3,3,1,4,2,1,2,5,3,5,5,3,5,4,5,2,1,3,5,3,3,1,4,2,2,4,4,2,5,3,3,5,5,1,5,3,5,1,5,2,4,3,4,3,1,2,3,2,2,5,1,2,4,4,5,5,2,5,1,4,3,1,3,3,1,1,4,4,3,4,2,3,2,1,5,1,1,3,5,5,5,1,3,1,2,2,4,3,2
DS11-50193,3,5,3,4,2,3,4,3,3,4,5,1,5,4,3,2,5,3,5,5,5,5,4,1,2,5,4,4,3,4,2,3,3,5,2,1,2,4,5,5,4,5,5,1,5,3,4,3,1,1,2,3,3,4,5,4,1,1,5,2,3,5,4,1,5,2,3,4,2,5,5,1,5,4,3,3,5,5,1,3,4,4,5,4,5,2,5,2,4,3,3,3,2,1,4,4,4,2,4,3
DS11-50194,3,4,2,3,1,5,2,4,5,2,5,1,3,3,2,4,5,4,2,1,4,5,4,1,1,4,2,4,5,2,4,3,2,3,5,2,1,5,4,5,5,2,1,4,5,3,3,3,2,3,2,3,2,5,4,3,4,3,3,5,1,3,3,3,4,1,3,2,5,1,2,1,4,2,5,5,2,3,3,3,3,1,2,5,3,4,4,1,1,2,2,5,1,5,2,4,3,3,1,1
DS11-50195,1,4,3,5,4,3,1,5,5,5,4,2,2,4,2,5,1,1,5,3,5,1,4,5,4,4,2,4,4,1,2,4,5,1,2,2,5,3,4,2,2,5,2,4,3,1,3,1,5,2,1,5,3,5,4,3,1,3,5,4,1,3,5,3,4,3,2,2,3,5,3,3,2,1,3,1,3,3,1,2,2,5,1,5,5,2,3,5,5,2,3,3,2,3,1,3,1,3,2,1
DS11-50196,3,1,4,1,1,2,1,5,1,5,2,1,3,5,3,2,2,2,2,1,2,2,3,4,3,1,3,3,3,1,2,3,1,2,5,5,3,5,4,1,1,4,4,5,3,3,5,4,2,5,2,2,4,5,4,1,4,1,3,4,5,2,3,5,2,2,5,5,4,4,2,3,2,5,1,4,4,4,1,1,4,5,1,1,1,1,5,4,2,3,4,4,2,2,3,4,4,3,4,3
DS11-50198,4,3,2,5,1,1,4,2,5,4,5,4,4,1,2,2,1,1,4,4,4,5,5,3,4,1,2,3,3,5,5,2,2,1,5,5,5,4,5,5,5,3,4,4,4,5,5,4,3,3,5,4,4,3,1,2,4,1,4,4,3,1,5,5,4,1,5,4,4,1,4,1,5,5,4,3,5,1,1,2,4,3,5,5,5,5,3,1,3,4,1,3,1,2,4,5,2,1,1,2
DS11-50199,3,5,3,5,2,5,3,5,1,4,4,4,4,5,4,1,3,5,1,5,3,2,3,5,4,2,4,4,4,1,3,4,4,3,3,3,1,1,5,2,3,5,2,5,3,2,3,4,3,1,5,5,5,4,2,5,4,4,2,2,5,3,1,1,4,3,2,2,3,4,4,4,2,1,3,2,2,5,4,4,3,2,4,5,2,3,1,3,3,4,4,1,4,3,4,1,4,1,4,2
DS11-50200,5,1,4,1,1,4,3,2,2,1,4,1,4,2,3,1,3,3,2,4,2,2,5,3,3,4,4,3,5,1,5,5,2,1,3,4,4,1,3,1,4,3,5,3,1,5,2,1,1,5,4,2,2,5,3,3,3,3,3,2,5,5,5,5,1,2,5,1,5,1,1,3,4,2,3,1,4,5,3,5,2,4,3,1,2,3,2,5,1,4,1,5,3,4,5,4,2,2,4,5
DS11-50202,5,4,2,4,5,2,4,5,4,1,4,1,4,5,4,1,2,1,2,2,5,2,3,4,1,3,5,4,5,1,4,1,1,1,1,5,3,1,1,5,4,1,5,3,1,4,5,1,4,3,5,2,1,3,2,1,4,2,1,4,4,4,2,4,5,2,2,1,1,2,4,4,2,5,3,4,1,4,4,4,2,1,3,3,2,3,1,4,5,3,2,5,3,5,4,4,3,4,1,2
DS11-50203,2,1,2,1,3,4,1,1,5,3,2,5,4,3,5,1,4,3,1,2,2,4,2,4,1,1,1,4,1,1,3,2,1,2,1,1,3,4,1,5,5,5,1,5,5,1,2,3,3,2,5,5,1,4,1,5,2,1,5,1,4,3,1,3,2,5,5,3,1,2,1,1,1,4,1,4,3,2,4,3,2,1,3,2,4,4,2,4,2,5,2,3,5,2,1,5,5,1,5,2
DS11-50204,3,2,4,2,5,1,5,4,1,1,1,2,4,2,4,2,3,2,4,3,1,2,4,5,4,1,1,4,2,4,4,4,2,2,5,2,1,3,4,3,3,3,4,1,1,4,1,4,4,5,1,3,3,3,1,5,1,1,3,2,5,4,5,1,1,5,2,4,5,4,5,4,5,3,5,2,5,4,5,5,1,5,3,3,1,5,5,4,5,3,1,4,1,3,2,3,3,3,3,1
DS11-50205,4,2,3,1,2,3,1,3,4,4,2,3,5,1,2,4,5,5,3,5,4,5,4,3,5,2,1,2,5,1,5,1,1,5,2,2,3,3,5,2,5,3,3,1,3,1,2,5,1,2,2,1,3,3,4,2,1,3,2,1,4,4,2,3,3,5,2,1,3,5,4,4,2,3,5,5,5,5,3,1,2,4,4,4,1,4,3,4,5,4,3,4,2,1,2,2,4,2,3,2
DS11-50210,3,3,1,3,3,4,1,5,3,2,2,2,4,4,1,3,3,4,3,3,5,2,5,1,2,5,3,4,2,3,1,4,5,1,4,4,4,5,3,2,2,1,4,4,2,3,5,3,3,1,5,4,4,1,2,5,5,2,1,5,3,1,1,3,2,3,2,4,2,3,1,1,5,2,2,1,1,2,2,5,4,1,4,3,3,1,5,3,1,3,4,5,5,3,4,2,3,2,3,3
DS11-50211,3,3,4,2,3,2,4,2,4,4,4,3,3,3,2,3,1,3,4,5,1,4,1,1,1,1,3,1,4,5,1,1,5,5,4,5,4,1,5,1,5,5,1,4,3,5,1,2,1,3,3,4,1,5,1,1,5,3,4,2,5,4,4,3,5,3,3,4,1,3,1,4,5,4,5,2,2,3,5,5,3,3,3,3,4,2,4,5,5,1,5,5,4,5,3,1,4,2,3,4
DS11-50212,4,5,3,4,2,1,4,4,1,5,1,5,3,3,3,4,2,5,5,2,4,1,5,1,4,2,5,2,5,2,5,4,4,5,5,5,2,2,5,1,1,2,5,1,4,3,4,5,2,5,4,3,4,3,4,2,4,5,5,4,5,4,5,4,5,2,4,2,4,4,4,2,1,5,5,5,4,1,1,3,1,3,3,1,3,5,4,1,1,1,4,2,4,5,4,2,1,4,1,4
DS11-50213,4,2,3,5,4,2,5,1,4,5,4,5,2,5,4,4,4,4,1,3,2,2,2,4,4,3,4,1,3,2,5,5,5,2,1,3,3,5,1,2,3,4,1,2,3,5,1,5,1,1,1,1,3,3,4,1,3,5,1,1,4,3,5,4,2,2,4,2,4,2,1,4,4,3,2,3,4,1,2,3,1,5,3,4,1,4,2,4,5,5,1,4,3,3,5,2,2,2,2,4
DS11-50215,4,1,5,2,5,4,1,1,5,1,2,5,4,2,1,3,5,4,1,5,2,2,5,4,1,3,2,3,2,5,5,5,5,3,3,3,2,3,5,4,5,4,3,2,1,3,4,2,2,5,1,3,3,3,3,3,4,3,4,1,2,2,5,5,2,3,3,3,5,3,3,3,5,2,2,2,1,2,5,2,4,3,4,5,5,5,4,3,3,1,2,2,1,1,2,1,2,2,3,4
DS11-50216,2,2,1,2,3,4,1,3,2,1,1,3,3,5,4,5,3,3,5,2,5,4,1,1,1,3,1,4,5,4,1,3,1,3,4,2,2,2,4,2,3,1,5,2,5,3,3,1,3,3,3,3,1,5,5,1,3,1,4,5,3,5,5,4,5,2,4,2,4,4,1,1,4,4,3,5,3,1,3,5,1,2,3,2,1,5,1,5,5,2,4,4,3,5,5,1,4,5,4,5
DS11-50218,4,2,1,4,2,4,1,4,4,5,5,2,5,1,5,3,4,2,5,5,1,5,4,3,4,1,4,4,5,1,3,3,1,2,1,1,1,5,3,2,1,5,2,4,2,2,2,1,2,4,1,5,5,5,4,5,2,5,5,4,4,3,5,5,4,2,1,1,4,5,3,2,2,2,5,4,3,3,4,2,3,3,3,1,4,1,1,5,3,2,4,5,2,1,3,1,3,4,1,1
DS11-50219,2,3,1,2,3,2,3,2,1,2,3,5,1,4,5,4,1,3,1,3,1,3,2,2,2,3,2,5,5,2,1,3,5,4,2,4,5,2,5,1,2,1,1,3,5,2,3,1,5,2,2,1,4,3,5,5,1,5,4,3,5,5,3,5,2,1,3,4,5,5,3,1,5,3,1,3,4,5,3,2,2,2,2,1,3,1,4,5,2,1,3,3,4,1,4,4,4,3,2,2
DS11-50220,5,4,4,3,3,4,2,4,3,1,2,5,2,1,3,4,1,3,5,4,4,2,2,1,2,2,3,4,4,5,2,1,5,1,3,5,1,2,5,3,4,5,5,1,4,4,5,2,1,5,4,4,1,3,3,4,4,2,1,2,3,1,3,4,1,4,1,2,3,2,5,1,2,3,2,3,5,1,4,2,4,5,1,5,3,5,3,1,1,2,3,4,3,2,4,5,5,4,2,5
DS11-50222,5,1,2,3,5,3,2,5,2,5,3,5,2,4,1,1,3,5,4,2,1,1,2,4,2,1,2,3,3,1,5,4,2,5,1,3,5,3,3,2,2,1,3,1,2,2,1,1,5,2,2,4,3,3,1,5,3,2,4,5,2,4,2,1,5,4,4,5,5,2,5,4,5,4,2,1,3,1,1,5,4,2,2,2,2,4,3,1,2,4,1,5,1,5,5,1,1,3,5,3
DS11-50224,5,3,4,1,1,3,2,4,4,4,3,2,1,4,3,5,4,2,1,2,1,5,4,1,5,1,3,4,1,2,2,1,4,2,1,5,5,5,2,3,5,3,4,4,5,4,1,2,2,1,4,2,1,1,5,4,2,1,4,4,3,3,5,2,4,3,4,3,1,2,5,1,2,5,3,2,4,1,3,1,3,5,3,1,3,4,4,1,3,3,5,3,1,2,4,1,1,3,4,1
DS11-50225,2,2,3,1,1,2,1,2,5,3,2,5,1,1,2,2,3,1,2,3,4,2,2,3,5,4,3,3,1,1,2,4,1,1,5,4,3,1,5,4,3,2,3,5,2,3,1,4,4,4,5,2,3,4,5,3,3,5,1,4,2,2,1,3,1,3,5,5,5,4,4,3,1,5,1,1,2,4,3,3,5,3,4,3,2,3,5,3,4,5,4,4,4,4,2,1,3,5,5,2
DS11-50226,3,2,5,3,2,4,1,3,4,2,2,3,4,4,2,5,4,5,3,5,1,5,4,1,1,5,1,4,2,3,5,2,2,2,4,1,3,4,1,2,1,3,4,2,2,4,1,2,5,3,5,1,2,3,1,2,1,4,1,5,4,1,2,2,2,5,1,3,3,4,1,5,2,2,1,5,3,3,2,2,5,5,1,3,2,2,1,3,4,4,2,5,3,4,1,1,2,1,1,1
DS11-50227,4,5,4,2,1,4,4,3,1,4,3,2,5,4,5,1,4,3,5,4,2,3,5,1,3,4,1,5,5,4,5,1,5,2,5,5,3,4,5,2,3,4,1,2,5,5,3,3,2,2,4,1,3,5,2,5,1,3,4,4,1,4,5,5,3,4,3,4,5,5,3,2,4,3,2,5,3,4,4,1,1,3,5,3,2,3,3,2,1,3,4,1,5,3,4,5,5,2,3,3
DS11-50228,3,2,2,2,4,3,4,4,2,2,2,5,3,5,1,4,3,4,4,3,5,2,2,5,1,2,3,4,5,4,4,3,3,1,1,2,2,3,3,1,2,3,5,3,4,5,2,4,5,1,3,1,2,5,2,1,5,2,4,4,4,5,4,5,5,4,1,2,5,1,5,4,1,2,2,4,3,3,5,2,2,1,1,1,2,2,4,1,3,1,4,3,4,1,5,5,1,2,3,2
DS11-50229,2,2,4,5,4,5,5,2,2,2,1,2,1,4,5,2,2,1,3,5,3,1,3,4,5,5,2,3,1,2,3,3,5,1,1,5,5,2,5,4,5,3,3,2,3,2,2,5,4,1,1,5,2,4,5,3,2,4,4,5,2,3,2,3,4,1,5,3,2,2,1,2,5,3,5,1,1,1,2,5,5,3,2,4,4,4,1,1,2,1,1,2,3,2,3,5,1,2,2,5
DS11-50230,2,1,5,2,4,1,5,3,1,3,4,4,2,1,5,4,4,5,4,2,5,2,5,2,5,3,1,4,1,3,1,5,1,5,2,2,5,2,2,4,4,2,2,2,5,2,3,2,1,5,2,5,2,4,2,5,2,4,1,4,1,2,3,2,2,4,2,2,2,2,2,1,5,4,4,2,1,1,5,1,1,1,5,3,3,5,2,4,5,3,4,5,2,5,1,2,2,4,4,3
DS11-50234,5,2,5,3,1,4,3,5,2,1,4,3,2,4,4,4,2,4,3,4,2,2,2,1,5,5,5,5,5,5,2,1,5,1,2,4,5,5,5,5,1,4,5,5,5,2,2,5,1,1,3,2,5,1,5,5,2,1,3,2,2,2,3,2,1,2,2,5,3,4,5,2,4,3,2,3,1,1,3,5,2,2,5,3,3,2,1,2,2,2,4,5,5,3,2,3,2,3,1,5
DS11-50235,3,4,2,3,1,2,2,2,3,1,1,2,3,5,2,3,2,1,5,3,5,2,4,1,5,3,5,4,4,1,5,4,1,5,1,5,2,2,3,4,1,5,2,5,4,5,1,4,4,2,4,3,3,5,2,5,3,1,5,1,3,1,3,1,1,2,2,4,2,2,2,1,5,2,2,1,1,4,4,5,3,1,2,5,3,5,3,5,5,2,3,3,1,1,5,4,5,3,4,4
DS11-50236,5,2,1,3,2,1,3,3,3,1,3,1,5,2,1,5,5,2,5,3,4,5,1,1,4,3,1,2,4,1,5,4,5,1,5,5,1,3,4,2,3,2,3,4,1,1,1,1,5,2,2,1,4,3,5,3,3,1,1,1,4,3,3,4,3,1,3,1,4,3,4,4,4,5,5,1,3,1,1,2,2,4,5,2,3,4,2,2,1,2,1,3,3,2,4,3,4,5,4,2
DS11-50237,5,4,4,4,2,5,5,5,4,1,2,5,2,3,3,4,3,5,2,3,1,5,4,3,2,1,3,1,3,5,4,5,4,4,4,5,4,2,3,4,4,3,3,4,1,3,3,2,1,5,5,4,1,3,1,3,4,4,2,2,4,2,4,2,2,3,2,5,2,2,5,2,1,2,5,2,2,1,5,4,5,4,2,4,4,2,4,1,5,3,2,4,1,4,5,5,4,5,4,5
DS11-50238,2,3,1,1,4,4,1,1,4,1,5,2,3,2,3,1,4,2,1,1,4,2,4,4,2,4,5,5,5,3,5,3,3,3,2,5,5,3,5,2,3,1,5,3,2,2,2,2,4,1,1,2,1,3,2,3,4,5,2,1,1,4,2,3,3,2,4,2,1,2,2,3,4,3,1,3,5,5,5,1,4,5,4,1,4,3,4,3,4,4,3,5,5,2,3,1,3,4,3,1
DS11-50239,5,5,5,3,5,1,4,2,3,4,5,2,2,2,2,3,1,3,2,2,1,4,4,3,5,2,2,2,5,1,3,2,5,1,4,1,5,3,5,4,1,2,1,2,5,2,2,2,4,2,4,1,5,4,2,1,2,2,2,4,2,5,1,1,3,3,4,1,2,5,3,1,3,5,2,2,1,2,1,4,1,3,4,5,4,3,2,3,5,4,1,1,3,1,4,2,1,3,5,4
DS11-50246,3,5,4,4,2,3,5,2,1,2,4,5,2,2,2,4,3,3,3,4,4,2,1,3,2,2,5,5,2,4,3,3,4,1,5,3,1,1,4,5,4,1,5,4,3,1,2,4,2,2,1,1,1,3,2,5,1,5,2,1,5,4,5,5,1,2,3,2,2,1,1,5,3,3,3,2,2,3,5,2,1,1,3,2,5,1,4,2,2,2,1,4,3,2,3,5,3,1,1,5
DS11-50249,5,5,3,4,1,5,2,2,2,1,5,1,5,1,3,5,1,4,1,4,5,5,2,3,1,1,4,3,2,4,1,4,2,5,3,1,1,4,5,5,1,4,5,5,5,3,5,2,1,3,3,4,1,4,3,3,1,3,1,1,2,5,1,2,5,5,3,4,2,4,5,3,3,2,5,2,4,2,2,4,2,5,3,2,1,1,5,1,3,4,5,1,3,2,2,5,3,5,2,5
DS11-50251,2,5,5,5,1,2,5,2,5,4,2,2,4,4,5,5,4,4,3,3,2,4,1,1,1,2,4,5,4,1,3,1,4,1,2,3,1,5,1,5,5,1,4,4,1,4,3,1,4,5,3,2,3,4,2,5,5,4,1,4,4,2,5,3,4,1,4,5,1,3,5,3,3,3,3,1,1,3,5,5,1,3,2,2,4,1,5,4,5,3,5,2,4,4,4,4,4,1,4,3
DS11-50253,4,4,4,2,3,2,1,3,1,3,2,5,3,5,3,2,1,5,4,1,4,1,5,1,2,5,4,5,5,5,2,1,4,5,1,3,5,3,2,3,1,1,2,5,2,5,5,2,1,1,5,1,5,2,4,3,3,1,4,1,4,3,4,2,2,5,5,1,4,5,4,3,1,2,3,2,1,2,3,5,5,1,3,4,3,5,4,5,5,2,3,2,3,5,3,2,1,3,2,1
DS11-50254,4,2,5,5,5,5,4,2,5,2,4,2,1,1,4,3,4,1,3,4,5,2,2,3,4,1,3,5,1,5,3,3,5,1,3,5,3,1,3,4,3,5,4,4,1,1,4,1,4,3,3,1,2,2,5,4,3,3,5,3,1,5,5,4,5,2,1,1,4,4,2,2,2,5,4,5,1,2,1,5,3,1,4,2,5,1,5,4,5,3,5,4,4,1,4,2,1,1,5,2
